product_id,product_name,product_picture,product_picture,product_category, product_price ,product_description1,product_description2,product_description3,product_description4,product_status,product_new,product_featured,product_sale_price,product_bulk_quantity,product_bulk_price,
100,Smoked Salmon _____ 100g,100-1,100-2,fish, 14.00 ,,,,,true,,,0,0,0,
101,Salmon Steak ____ ±250g/pc*,101-1,101-2,fish, 9.50 ,order by pieces,RM38/kg,*Estimated price only *Final price will be based on actual weight,,true,,true,0,0,0,
102,Salmon Steak ____ 1kg*,102-1,102-2,fish, 38.00 ,order by kg (4-5pcs),RM38/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
103,Salmon Fillet ____ ±180g/pc*,103-1,,fish, 9.90 ,order by pieces,RM55/kg,*Estimated price only *Final price will be based on actual weight,,true,,true,0,0,0,
104,Salmon Fillet ____ 1kg*,104-1,,fish, 60.00 ,order by kg (5-7pcs),RM55/kg,*Estimated price only *Final price will be based on actual weight,,true,,,55,0,0,
105,Salmon Fillet (uncut) ____ (_) ±2kg/pc*,105-1,,fish, 106.00 ,order by pieces,RM53/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
106,Salmon Head (half) ____ (__) ±400g/pc*,106-1,106-2,fish, 4.80 ,order by pieces,RM12/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
107,Halibut Fillet _____ ±150g/pc*,107-1,,fish, 8.25 ,order by pieces,RM55/kg,*Estimated price only *Final price will be based on actual weight,,true,,true,0,0,0,
108,Halibut Fillet _____ 1kg*,108-1,,fish, 55.00 ,order by kg (6-8pcs),RM55/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
109,Halibut Steak _____ ±200g/pc*,109-1,,fish, 11.00 ,order by pieces,RM55/kg,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
110,Halibut Steak _____ 454g,110-1,,fish, 25.00 ,3pcs/pkt,,,,true,true,true,0,0,0,
111,Tuna Fillet __ ±500g/pc*,111-1,,fish, 30.00 ,order by pieces,RM60/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
112,Cod Fish __ ±200g/pc*,112-1,,fish, 25.60 ,order by pieces,RM128/kg,*Estimated price only *Final price will be based on actual weight,,true,,true,0,0,0,
113,Cod Fish __ 1kg*,113-1,,fish, 148.00 ,order by kg (4-6pcs),RM128/kg,*Estimated price only *Final price will be based on actual weight,,true,,,128,0,0,
114,Breaded Cod Fish 300g,114-1,114-2,fish, 12.00 ,5pcs/pkt,,,,true,,,0,0,0,
115,Cod Fillet (Miso) ___(__) 454g,115-1,115-2,fish, 40.00 ,,,,,true,,,0,0,0,
116,Halibut Fillet (Miso) ____ (__) 454g,116-1,116-2,fish, 25.00 ,,,,,true,,,0,0,0,
117,Red Snapper Fillet (Miso) ___ (__) 454g,117-1,117-2,fish, 20.00 ,,,,,false,,,0,0,0,
118,Tilapia (Premium Quality) ______ 200-250g,118-1,,fish, 8.00 ,1pc/pkt,,,,true,,true,0,3,7,
119,Siakap Fillet ___ 400-500g,119-1,,fish, 15.00 ,cut into 4-5pcs/pkt,,,,true,,,0,0,0,
120,Patin Slice ____ 1kg,120-1,,fish, 10.00 ,,,,,true,,,0,3,9,
121,Saba Fillet __ 500g,121-1,,fish, 20.00 ,3-5pcs/pkt,,,,true,,,17,0,0,
122,Teriyaki Saba ____ 180g ,122-1,122-2,fish, 13.00 ,2pcs/pkt,,,,false,,,0,0,0,
123,Shishamo ___,123-1,,fish, 12.00 ,7-8pcs/pkt,,,,true,,,0,0,0,
124,Unagi __ 200g,124-1,,fish, 18.00 ,1pc/pkt,,,,true,,true,0,3,16,
125,Unagi __ 310g,125-1,,fish, 30.00 ,1pc/pkt,,,,false,,,0,3,28,
126,Unagi __ 380g,126-1,,fish, 35.00 ,1pc/pkt,,,,false,,,0,3,33.33,
200,Breaded Scallops 180g,200-1,,scallops, 8.00 ,12pcs/pkt,,,,true,,,0,0,0,
201,Scallop Sliders ____ 260g,201-1,,scallops, 30.00 ,8pcs/box,,,,true,,true,0,3,27,
202,Canadian Scallops XL 10/20 _____ 500g,202-1,,scallops, 35.00 ,9-10pcs/box,,,,false,,,0,3,33,
203,Canadian Scallops L 20/30 _____  500g,203-1,,scallops, 32.50 ,13-16pcs/box,,,,true,,true,0,3,30,
204,Hokkaido Scallops XL 10/20 _____ 1kg,204-1,,scallops, 70.00 ,18-20pcs/box,,,,true,,true,0,0,0,
205,Hokkaido Scallops L 20/30 _____ 1kg,205-1,,scallops, 65.00 ,20-30pcs/box,,,,true,,,0,0,0,
206,Hokkaido Scallops M 30/40 _____ 1kg,206-1,,scallops, 60.00 ,30-40pcs/box,,,,true,,,0,0,0,
207,Hokkaido Scallops 40/50 _____ 1kg,207-1,,scallops, 55.00 ,40-50pcs/box,,,,true,,,0,0,0,
208,Hokkaido Scallops 60/80 _____ 1kg,208-1,,scallops, 45.00 ,60-80pcs/box,,,,false,,,0,0,0,
209,Hokkaido Scallops 80/100 _____ 1kg,209-1,,scallops, 40.00 ,80-100pcs/box,,,,true,,,0,0,0,
210,Half Shell Scallop _____ 1kg,210-1,210-2,scallops, 26.00 ,8-10pcs/pkt,,,,true,,,0,0,0,
211,Half Shell Scallop (Pink) M ____ 500g,211-1,,scallops, 20.00 ,,,,,false,,,0,0,0,
212,Half Shell Scallop (Pink) S ____ 500g,212-1,,scallops, 17.50 ,,,,,true,,,0,0,0,
213,Japanese Hotate Scallop L 60/80 ____ 1kg,213-1,,scallops, 40.00 ,60-80pcs/box,,,,true,,,0,0,0,
214,Japanese Hotate Scallop S 100/150 ____ 1kg,214-1,,scallops, 35.00 ,100-150pcs/box,,,,true,,true,0,0,0,
300,White Prawn __ L 20/30,300-1,,shellfish, 45.00 ,18-20pcs/box,,,,true,,,0,0,0,
301,White Prawn __ M 30/40,301-1,,shellfish, 40.00 ,23-25pcs/box,,,,true,,,0,0,0,
302,Prawn Meat __ L,302-1,,shellfish, 40.00 ,±45pcs/pkt,,,,true,,true,0,0,0,
303,Prawn Meat __ M,303-1,,shellfish, 38.00 ,±50pcs/pkt,,,,true,,,0,0,0,
304,Prawn Meat __ S,304-1,,shellfish, 35.00 ,,,,,false,,,0,0,0,
305,Prawn Meat __ XS,305-1,,shellfish, 28.00 ,,,,,true,,,0,0,0,
306,Ebi Tempura _____,306-1,,shellfish, 10.00 ,8 pcs/pkt,,,,true,,true,0,0,0,
307,Fresh Oyster Meat __ 1.8kg,307-1,,shellfish, 88.00 ,excluded from promotions,1.4-1.5kg nett oyster meat,,,false,,,0,0,0,
308,Mantis Prawn Meat Fresh _____ 1kg,308-1,308-2,shellfish, 20.00 ,,,,,true,,,0,0,0,
309,Scampi U7 ___ ±250g/nos*,309-1,,shellfish, 17.50 ,order by nos,RM70/kg,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
310,Lobster __ 700g up/nos*,310-1,310-2,shellfish, 70.00 ,order by nos,RM100/kg,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
311,Lobster __ 400-500g/nos*,311-1,311-2,shellfish, 45.00 ,order by nos,RM90/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
312,Mala Crayfish Tailmeat  ____ 300g,312-1,,shellfish, 30.00 ,,,,,true,,,27,0,0,
313,Garlic Crayfish Whole _____ 700g,313-1,313-2,shellfish, 40.00 ,,,,,true,,,37,0,0,
314,Spicy Crayfish Whole _____700g,314-1,314-2,shellfish, 40.00 ,,,,,false,,,37,0,0,
315,Thirteen Spices Crayfish Whole ______ 700g,315-1,315-2,shellfish, 40.00 ,,,,,true,,,37,0,0,
316,Clam (Lala) __ 500g,316-1,,shellfish, 8.00 ,,,,,true,,,0,0,0,
317,Spicy Clam with Shell __(__) 400g,317-1,,shellfish, 10.00 ,,,,,true,,,0,0,0,
318,Premium Black Mussels __ 907g,318-1,,shellfish, 20.00 ,,,,,true,,,0,0,0,
319,Crab Meat (Mix) ___ 400g,319-1,319-2,shellfish, 30.00 ,,,,,flase,,,0,0,0,
320,Crab meat (Red) ___ (___) 400g,320-1,320-2,shellfish, 28.00 ,,,,,true,,,0,0,0,
321,Crab Meat (White) ___ (___) 400g,321-1,321-2,shellfish, 28.00 ,,,,,true,,,0,0,0,
322,Crab Meat (Red) ___ (___) 800g,322-1,322-2,shellfish, 55.00 ,,,,,true,,,0,0,0,
323,Crab Meat (White) ___ (___) 800g,323-1,323-2,shellfish, 55.00 ,,,,,true,,,0,0,0,
324,Soft Shell Crab ___ ±160g/nos*,324-1,324-2,shellfish, 7.20 ,order by nos,RM45/kg,*Estimated price only *Final price will be based on actual weight,,true,,,0,0,0,
325,Live Mud Crab Male 2nos/kg ___ (500g up)*,325-1,325-2,shellfish, Market Price ,order by nos,,*Final price will be based on actual weight,,false,,,0,0,0,
326,Live Mud Crab Male 3nos/kg ___ (300-400g)*,326-1,326-2,shellfish, Market Price ,order by nos,,*Final price will be based on actual weight,,false,,,0,0,0,
327,Live Mud Crab Male 4nos/kg ___ (250-300g)*,327-1,327-2,shellfish, Market Price ,order by nos,,*Final price will be based on actual weight,,false,,,0,0,0,
328,Live Mud Crab Female (Egg) Crab ___ (300g up)*,328-1,328-2,shellfish, Market Price ,order by nos,,*Final price will be based on actual weight,,false,,,0,0,0,
329,King Crab ___ 400-600g,329-1,,shellfish, 50.00 ,,,,,false,,,0,0,0,
330,King Crab ___ 600-800g,330-1,,shellfish, 80.00 ,,,,,false,,,0,0,0,
331,King Crab ___ 800-1000g,331-1,,shellfish, 100.00 ,,,,,true,,,0,0,0,
332,King Crab ___ 1-1.2kg*,332-1,,shellfish, 129.60 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
333,King Crab ___ 1.2-1.4kg*,333-1,,shellfish, 151.20 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,true,,true,0,0,0,
334,King Crab ___ 1.4-1.6kg*,334-1,,shellfish, 172.80 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
335,King Crab ___ 1.6-1.8kg*,335-1,,shellfish, 194.40 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
336,King Crab ___ 1.8-2kg*,336-1,,shellfish, 216.00 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
337,King Crab ___ 2kg up*,337-1,,shellfish, 237.60 ,RM108/kg,,*Estimated price only *Final price will be based on actual weight,,false,,,0,0,0,
400,Baby Octopus ___,400-1,,squid, 11.50 ,6-15pcs/pkt,,,,true,,,0,0,0,
401,Chuka Idako (Seasoned Baby Octopus) _____ 2kg,401-1,401-2,squid, 88.00 ,,,,,true,,,0,0,0,
402,Chuka Idako (Seasoned Baby Octopus) _____ 500g,402-1,402-2,squid, 25.00 ,,,,,true,,,0,0,0,
403,Cleaned Sotong 10/20 __ 2kg,403-1,403-2,squid, 35.00 ,,,,,false,,,0,0,0,
404,Cleaned Sotong 10/20 __ 1kg ,404-1,404-2,squid, 20.00 ,,,,,true,,,0,0,0,
405,Flower Squid __ 1kg,405-1,,squid, 18.00 ,,,,,true,,,0,0,0,
406,Spicy Squid _____ 400g,406-1,,squid, 17.00 ,,,,,true,,,0,0,0,
407,Squid Tentacle ___ 500g,407-1,407-2,squid, 10.00 ,,,,,true,,,0,0,0,
500,Australian Beef Slice ___ 500g,500-1,,meat, 30.00 ,,,,,true,,,0,0,0,
501,Breaded Chicken Chop 200g,501-1,,meat, 8.00 ,1pc/pkt,,,,true,,,0,0,0,
502,Chicken Burger Patty ____ 1kg,502-1,,meat, 16.00 ,,,,,true,,,0,0,0,
503,Chicken Nuggets Tempura ___ 1kg,503-1,,meat, 16.00 ,,,,,true,,,0,0,0,
504,Crispy Popcorn Chicken _____ 1kg,504-1,,meat, 22.00 ,,,,,true,,,0,0,0,
505,Miami Butcher Chicken Ham (Sliced) 1kg,505-1,,meat, 25.00 ,,,,,true,,,22,0,0,
506,Miami Butcher Chicken Sausage Breakfast 1kg,506-1,,meat, 25.00 ,,,,,true,,,0,0,0,
507,Miami Butcher Chicken Sausage Jumbo 1kg,507-1,,meat, 28.00 ,,,,,true,,,0,0,0,
508,Miami Butcher Turkey Bacon (Sliced) 1kg,508-1,,meat, 28.00 ,,,,,true,,,0,0,0,
509,Smoked Duck Breast _____ 200-300g,509-1,,meat, 13.00 ,,,,,true,true,true,0,3,12,
510,Black Pepper Duck Breast Meat ______ 200-300g,510-1,,meat, 13.00 ,,,,,true,true,true,0,3,12,
511,Smoked Back Bacon ______ 500g,511-1,,meat, 30.00 ,,,,,true,true,,27,0,0,
512,Smoked Streaky Bacon _____ 250g,512-1,,meat, 14.00 ,,,,,true,,,0,0,0,
